,id,text
32,1,"['omo', 'my', 'babe', 'has', 'to', 'be', 'able', 'to', 'sing', 'o', 'cos', 'who', 'would', 'i', 'call', 'when', 'im', 'sad', 'and', 'i', 'need', 'someone', 'to', 'sing', 'for', 'me']"
33,1,"['@itzgetty', 'he', 'tried', 'stopping', 'the', 'girl', 'and', 'she', 'kept', 'going', 'home', 'girl', 'blacked', 'out', 'sad', 'situation', 'overall']"
34,1,"['i', 'am', 'the', 'best', 'friend', 'to', 'a', 'bunch', 'of', 'jerks', 'who', 'love', 'to', 'see', 'me', 'sad', 'bro', 'wtf', 'is', 'that']"
35,1,"['im', 'so', 'genuinely', 'sad', 'about', 'this', 'https://t', 'co/lo4yrgxmfd']"
36,1,"['sad', 'to', 'see', 'this', 'tonight', 'rest', 'in', 'peace', 'les', 'https://t', 'co/ooqg0or6nx']"
37,1,"['@munstamasta', 'and', 'its', 'sad', 'cuz', 'i', 'prolly', 'seen', 'every', 'one', 'of', 'them', 'episodes', 'too']"
38,1,"['@sanghipablo1', 'ohh', 'feeling', 'sad', 'for', 'shampoo', 'company']"
39,1,"['how', 'sad', 'the', 'best', 'bollywood', 'tunes', 'from', 'the', '90s', 'rip', 'shravanrathod', 'https://t', 'co/39smtioaaw']"
40,1,"[""it's"", 'sad', 'but', 'you', 'got', 'a', 'photo', 'book', 'there', 'are', 'people', 'who', ""can't"", 'get', 'them', 'https://t', 'co/w9mu1bt6qm']"
41,1,"['dont', 'be', 'sad', 'you', 'to', 'pretty', 'for', 'that']"
42,1,"['@qbenqa', 'thats', 'really', 'sad', 'it', 'will', 'just', 'be', 'for', 'cruise', 'then']"
43,1,"['@thebkh', 'our', 'society', 'has', 'a', 'need', 'to', 'constantly', 'be', 'entertained', 'its', 'sad', 'actually']"
44,1,"['@charliecampion', '@sw_help', '@sarahjolney1', '@sw_help', 'tbh', 'i', 'travelled', 'from', 'portsmouth', '-', 'waterloo', '&amp', 'back', 'in', 'the', 'rush', 'hour', 'https://t', 'co/dj7peukbyl']"
45,1,"['@pjonline_news', 'sad', 'to', 'hear', 'rip']"
46,1,"['@616bvckynat', 'god', 'they', 'treat', 'him', 'like', 'a', 'delicate', 'lil', 'flower', 'sick', 'its', 'his', 'name', 'now', 'is', 'it', 'okay', 'for', 'us', 'to', 'https://t', 'co/ysvf3zbwd6']"
47,1,"['@voiceofcal', '@voiceofrita', 'now', 'i', 'am', 'sad']"
48,1,"['@8bitkitten', ""i'm"", '38', 'and', 'had', 'stopped', 'doing', 'art', 'for', 'a', 'long', 'time', 'because', 'of', 'a', 'serious', 'case', 'of', 'the', 'sad', 'brains', 'but', 'i', 'rec', 'https://t', 'co/z7ujctumfn']"
49,1,"['a', 'rabbit', 'jumped', 'in', 'front', 'of', 'my', 'car', 'and', 'now', ""i'm"", 'sad']"
50,1,"['-', 'people', 'would', 'straight', 'up', 'not', 'remember', 'shit', '-', 'some', 'would', 'rather', 'be', 'a', 'fierce', 'corpse', 'and', 'fight', 'in', 'battle', 'than', 'answe', 'https://t', 'co/1rq8jfrev0']"
51,1,"['@theroguez', 'but', 'why', 'sad', '-']"
52,1,"['friends', 'im', 'going', 'to', 'need', 'to', 'do', 'a', 'serious', 'deep', 'dive', 'into', 'the', 'history', 'of', 'the', '@microsoftteams', 'stickers', 'why', 'sad', 'teams', 'https://t', 'co/yfjjwunxwc']"
53,1,"['@mybffyoongi', 'im', 'so', 'sad', 'he', 'doesnt', 'do', 'that', 'high', 'note', '(or', 'at', 'least', 'doesnt', 'do', 'it', 'that', 'loudly)', 'in', 'the', 'spotify', 'ver']"
54,1,"['yes', 'yes', 'i', 'believe', 'you', 'are', 'you', 'helped', 'me', 'with', 'my', 'magic', 'you', 'compliment', 'me', 'and', 'you', 'help', 'me', 'when', 'im', 'sad', 'https://t', 'co/hnkejnoc4l']"
55,1,"['@kianxforever', '@kianlawley', ""i'm"", 'so', 'sad', 'i', ""didn't"", 'see', 'you', 'do', 'this', 'but', 'this', 'is', 'so', 'beautiful']"
56,1,"['@martinknight_', '@c53758546mandy', 'shang', 'a', 'lang', 'sad', 'news', 'rip', 'les']"
57,1,"['im', 'so', 'sad', 'but', 'like', 'like', 'wow', 'i', 'have', 'amazing', 'friends', 'my', 'tire', 'popped', 'and', 'everyone', 'pulled', 'up', 'i', 'love', 'you', 'hoes']"
58,1,"['@blackopsleaks', 'sad', 'really', 'wanted', 'this', 'too']"
59,1,"['am', 'i', 'really', 'gonna', 'give', 'that', 'up', 'for', 'something', 'that', 'makes', 'me', 'sad', 'yes', 'yes', 'i', 'am']"
60,1,"['@jennalaineespn', 'so', 'heartbreaking', 'and', 'very', 'sad']"
61,1,"['@desirebryce', 'he', 'always', 'does', 'that', 'and', 'it', 'makes', 'me', 'so', 'sad']"
62,1,"['@dailytokoyami', 'he', 'looks', 'so', 'sad']"
63,1,"['bro', 'this', 'account', 'was', 'almost', 'at', '2000', 'so', 'many', 'unfollowed', 'it', ""it's"", 'sad:(', 'https://t', 'co/eei6gcbicr']"
64,1,"['@waterhexle', 'i', 'need', 'it', 'because', 'i', 'am', 'looking', 'for', 'it', 'everywhere', 'in', 'the', 'comic', 'and', 'i', 'could', 'not', 'find', 'it', 'i', 'need', 'that', 'code', 'https://t', 'co/470bpohkjn']"
65,1,"['@lizgillies', 'if', 'its', 'a', 'question', 'of', 'covid', 'safety', 'then', 'she', 'could', 'put', 'her', 'hand', 'up', 'and', 'down', 'really', 'quickly', 'on', 'a', 'zoom', 'tha', 'https://t', 'co/1o32vlseqk']"
66,1,"['just', 'realized', 'tomorrow', 'is', 'the', 'season', 'finale', 'for', 'thefalconandthewintersoldier', ""i'm"", 'both', 'super', 'pumped', 'and', 'very', 'sad', 'we', 'https://t', 'co/bgs5fivz2g']"
67,1,"['my', 'piece', 'today', 'to', 'celebrate', 'stephenlawrenceday', 'touches', 'on', 'the', 'hard', 'work', 'from', 'people', 'like', '@jay_mendis', '@brightonland', 'https://t', 'co/sptkkx6tbe']"
68,1,"['this', 'is', 'literally', 'gross', 'and', 'sad', 'to', 'say', 'that', 'i', 'know', 'teachers', 'at', 'western', 'that', 'prey', 'on', 'girls', 'in', 'school', 'and', 'wait', 'until', 'https://t', 'co/fvnr8ezhhs']"
69,1,"['@animal_leaks', 'what', 'the', 'hell', 'i', 'wish', 'i', 'catch', 'this', 'sick', 'and', 'i', 'swear', 'i', 'will', 'mill', 'his', 'bones', 'so', 'so', 'sad', 'scene']"
70,1,"['anyways', 'i', 'was', 'sad', 'but', 'now', 'im', 'mad', 'because', 'i', 'was', 'minding', 'my', 'business', 'waiting', 'for', 'a', 'bus', 'and', 'a', 'mf', 'calls', 'me', 'a', 'whore', 'out', 'https://t', 'co/kgvuksd3mw']"
71,1,"['@hezzaking', 'am', 'sad']"
72,1,"['@atviassist', 'i', 'wonder', 'if', 'i', 'left', 'it', 'for', '24', 'hours', 'if', 'i', 'would', 'get', 'it', 'this', 'is', 'fucking', 'sad', 'at', 'this', 'point', 'https://t', 'co/8lvnunievn']"
73,1,"['@sandman19802', 'i', 'agree', 'its', 'very', 'sad', 'it', 'had', 'to', 'come', 'to', 'this', 'for', 'her', 'however', 'people', 'pick', 'their', 'careers', 'for', 'a', 'pleth', 'https://t', 'co/xfbtsaeywr']"
74,1,"['makes', 'me', 'so', 'sad', 'how', 'much', 'of', 'my', 'life', 'has', 'been', 'consumed', 'by', 'mental', 'illness']"
75,1,"['@slurpeexgoddess', 'oh', 'no', 'thats', 'so', 'sad']"
76,1,"['this', 'disorder', 'has', 'held', 'me', 'back', 'for', 'so', 'long', 'and', 'now', 'the', 'way', 'im', 'trying', 'to', 'come', 'to', 'terms', 'with', 'it', 'isnt', 'enough', 'for', 'ev', 'https://t', 'co/3rh9l4xzla']"
77,1,"['i', 'got', 'an', 'offer', 'for', 'the', 'job', 'ive', 'been', 'wanting', 'for', 'a', 'long', 'time', 'i', 'have', 'to', 'turn', 'it', 'down', 'because', 'of', 'the', 'way', 'i', 'choose', '(', 'https://t', 'co/euxmjf8ips']"
78,1,"['@edaserkanbolat_', 'and', 'if', 'they', 'do', 'this', 'same', 'people', 'will', 'say', 'wow', 'an', 'annoucement', 'this', 'is', 'definitely', 'pr', 'they', 'are', 'u', 'https://t', 'co/uh0ulz2uox']"
79,1,"['@rianwatt', 'so', 'scary', 'and', 'sad', 'i', 'am', 'sorry', ':(']"
80,1,"['shes', 'the', 'nicest', 'girl', 'i', 'know', 'and', 'she', 'has', 'depression', 'i', 'hope', 'she', 'doesnt', 'do', 'anything', 'to', 'herself', 'sometimes', 'i', 'get', 'so', 'sad', 'https://t', 'co/780bm6kf7j']"
81,1,"['@kyle9068', 'thanks', 'crono', 'it', 'had', 'a', 'sad', 'ending', 'but', 'a', 'new', 'beginning', ':)']"
82,1,"['@rexchapman', 'really', 'really', 'crazy', 'and', 'sad']"
83,1,"['@datrashbot', 'no', 'no', 'violence', 'bad', 'but', 'i', 'will', 'no', 'longer', 'get', 'sad', '&gt', ':', 'instead', 'i', 'get', 'angy', 'and', 'stream', 'with', 'more', 'passion', 't', 'https://t', 'co/powvwhuafn']"
84,1,"['@heyjudesimmer', 'aw', ""i'm"", 'so', 'sad', 'to', 'hear', 'you', ""don't"", 'really', 'enjoy', 'being', 'here', 'i', 'always', 'glad', 'to', 'see', 'your', 'posts', 'and', 'your', 'b', 'https://t', 'co/3dckfvoqxy']"
85,1,"['@vinugamingfreak', 'oh', 'sad', 'it', 'means', 'ever', 'loved', 'someone', 'with', 'the', 'clean', 'and', 'true', 'heart']"
86,1,"['can', 'the', 'big', 'sad', 'stop', 'attacking', 'me', 'out', 'of', 'nowhere']"
87,1,"['@f0reverr23', 'um', 'why', 'u', 'sad']"
88,1,"['@achaelelele', 'i', 'was', 'skimming', 'through', 'csm', 'and', 'came', 'across', 'that', 'chapter', 'i', 'was', 'so', 'sad', ':(']"
89,1,"['maybe', 'if', 'you', 'wouldve', 'ab*rted', 'your', 'pregnant', 'ass', 'wouldnt', 'be', 'going', 'out', 'sad', 'now']"
90,1,"['@noel_cunningham', 'this', 'is', 'so', 'sad', '-', 'please', 'consider', 'asking', 'for', 'help', 'with', 'how', 'you', 'are', 'feeling', 'too']"
91,1,"['we', 'sometimes', ""don't"", 'give', 'kids', 'credit', 'for', 'what', 'they', 'already', 'know', 'about', 'adults', 'https://t', 'co/ozzp3uzhzc', 'because', 'my', '[', 'https://t', 'co/iti30tonuj']"
92,1,"['@simply_sammuel', 'sad', 'you', 'should', 'follow', 'me', 'im', 'kinda', 'cool']"
93,1,"['@quacktynotfound', 'very', 'sad', 'like', 'dude', 'some', 'people', 'might', 'actually', 'accidentally', 'say', 'something', 'racist', 'when', 'theyre', '4-13', 'https://t', 'co/phnohet00n']"
94,1,"['i', 'thought', 'josh', 'hawley', 'could', 'have', 'been', 'a', 'republican', 'worth', 'respecting', 'due', 'to', 'his', 'opposition', 'to', 'loot', 'boxes', 'on', 'the', 'basi', 'https://t', 'co/hfoexy2sov']"
95,1,"['@niyazee26', 'very', 'sad']"
96,1,"['i', 'aint', 'met', 'not', '1', 'nigga', 'who', 'not', 'in', 'a', 'relationship', 'but', 'can', 'only', 'fuck', 'on', 'one', 'girl', 'thats', 'sad']"
97,1,"['the', 'times', 'is', 'beginning', 'the', 'standard', 'anti-union', 'playbook', 'of', 'misrepresentation', 'captive', 'audience', 'meetings', 'and', 'more', 'https://t', 'co/ojqjtcfmsv']"
98,1,"['just', 'breathe', 'people', 'say', ""we'll"", 'sometimes', 'i', ""can't"", 'and', 'sometimes', 'the', 'thoughts', 'and', 'the', 'nothingness', 'rushes', 'in', 'at', 'the', 'sam', 'https://t', 'co/5j10yaihqg']"
99,1,"['sad', 'loss', 'but', 'good', 'year', 'for', 'our', 'g-squad', 'https://t', 'co/nvzjwnedsj']"
100,1,"['@griner', 'there', 'are', 'many', 'times', 'when', 'im', 'sad', 'i', 'left', 'the', 'ham', 'this', 'is', 'not', 'one', 'of', 'those', 'times']"
101,1,"['i', 'wanna', 'write', 'a', 'book', 'and', 'have', 'the', 'two', 'main', 'characters', 'be', 'called', 'alisha', 'and', 'abi', 'and', 'the', 'plot', 'would', 'be', 'alisha', 'having', 'https://t', 'co/ocma7je6ym']"
102,1,"['im', 'not', 'mad', 'sad', 'happy', 'just', 'tired', 'of', 'being', 'around', 'entities', 'tired', 'of', 'the', 'influence', 'and', 'heaviness', 'of', 'this', 'life']"
103,1,"['mental', 'health', 'is', 'so', 'important', 'dont', 'ever', 'hesitate', 'to', 'reach', 'out', 'if', 'you', 'feel', 'overwhelmed', 'or', 'stressed', 'or', 'sad', 'its', 'ok', 'https://t', 'co/yftehwucv3']"
104,1,"['@rockstariix', 'hi', 'how', 'are', 'you', 'feeling', 'do', 'you', 'want', 'me', 'to', 'recommend', 'you', 'a', 'skz', 'song', '(mood', 'tags:', 'sad/frustrated/anxiou', 'https://t', 'co/vbru4kqtef']"
105,1,"['@advmahtabkhan', 'we', 'are', 'upset', 'too', ""bala's"", 'character', 'has', 'been', 'put', 'on', 'the', 'side', 'for', 'the', 'past', '10', 'episodes', 'she', 'has', 'nothin', 'https://t', 'co/nqgwcpengg']"
106,1,"['@springinhieron', 'this', 'is', 'so', 'sad', 'i', 'hope', 'u', 'get', 'that', 'art', 'one', 'day']"
107,1,"['@sarahvi0', 'i', 'get', 'sad', 'every', 'time', 'i', 'drive', 'by']"
108,1,"['@traitorneo', 'everyone', 'is', 'different', 'for', 'me', 'i', 'have', 'to', 'force', 'myself', 'to', 'be', 'sad', 'at', 'emotional', 'cutscenes']"
109,1,"['such', 'a', 'sad', 'loss', '-', 'may', 'allah', 'accept', 'your', 'service', 'to', 'the', 'community', 'and', 'elevate', 'your', 'ranks', 'in', 'jannah', 'so', 'proud', 'being', 'a', 'https://t', 'co/zl8adhfup6']"
110,1,"['@mangopriv8', 'i', 'want', 'a', 'dark/sad', 'vibe', 'on', 'my', 'priv', 'lmao']"
111,1,"['*(funny', 'as', 'in', 'sad)']"
112,1,"['@pepipop', '@jendr0wned', 'thats', 'really', 'sad', 'i', 'want', 'everyone', 'to', 'have', 'a', 'happy', 'family', 'cant', 'wait', 'to', 'call', 'my', 'own', 'dad', 'today']"
113,1,"['@itsalinalopez', 'sorry', 'youve', 'became', 'so', 'insecure', 'its', 'a', 'sad', 'world', 'we', 'live', 'in']"
114,1,"['@free_thinker', 'this', 'is', 'inhuman', 'very', 'sad', 'to', 'see', 'this', '@bbcworld', '@cnn', '@nytimes']"
115,1,"['@business', 'you', 'hammer', 'the', 'engine', 'of', 'our', 'country', 'investors', 'and', 'corporations', 'insert', 'layoffs', 'and', 'rising', 'cost', 'of', 'goods', 'sad', 'day']"
116,1,"['@newlands_chris', '@picassorecruit', '@excludeduk', '@theipaper', 'heartbreaking', 'very', 'sad', 'state', 'of', 'affairs', 'government', 'also', 'd', 'https://t', 'co/2ncicixvva']"
117,1,"['@ejwwest', '@25_cycle', '@nikolovscience', '@noelturner194', '@robhon_', '@fchecker76', '@priscian', '@drochir_thonnuk', '@sciencejustwins', 'https://t', 'co/zinv58vdha']"
118,1,"['sad', 'day', 'for', 'banku', 'apologists']"
119,1,"['im', 'sad']"
120,1,"['@90saisha', 'really', 'i', 'thought', 'that', 'might', 'get', 'u', 'atleast', 'a', 'little', 'sad']"
121,1,"['@glamgawwd_1990', 'its', 'sad', 'to', 'see', 'people', 'try', 'to', 'fit', 'in', 'with', 'the', 'gay', 'versions', 'of', 'the', 'plastics', 'like', 'be', 'yourself']"
122,1,"['@theflateartherr', 'this', 'is', 'so', 'sad', 'i', 'really', 'feel', 'for', 'this', 'person', 'i', 'hope', 'it', 'finds', 'happiness']"
123,1,"['@thetrillbillies', 'its', 'really', 'sad', 'actually', 'i', 'cant', 'believe', 'it', 'ended', 'how', 'it', 'did', 'i', 'pray', 'for', 'the', 'survivors', 'daily', 'he', 'https://t', 'co/diaz0v3vl0']"
124,1,"['@sad_lakers_fan', '@nqo____', '@snuurid', 'nah', 'they', 'gotta', 'be', '13+', 'for', 'him']"
125,1,"['@celestialgrief', 'a', 'sad', 'wooooooooooooooooooooooooooooooo']"
126,1,"['when', 'im', 'sad', 'they', 'there', 'when', 'ive', 'been', 'low', 'on', 'funds', 'theyve', 'been', 'there', 'to', 'put', 'me', 'back', 'on', 'they', 'glorify', 'me', 'when', 'i', 'least', 'deserve', 'it']"
127,1,"['i', 'messed', 'up', 'this', 'is', 'sad']"
128,1,"['@champagneyeezyy', 'this', 'ratio', 'is', 'sad']"
129,1,"['feel', 'a', 'bit', 'sad', 'for', 'blaze', 'actually', 'https://t', 'co/nzc9bkt1lz']"
130,1,"['it', 'makes', 'me', 'sad', 'everytime']"
131,1,"['i', 'hope', 'us', 'gen', 'z', 'eventually', 'denormalize', 'the', 'toxic', 'positivity', 'that', 'invades', 'streamers', 'identities', 'and', 'communities', 'beca', 'https://t', 'co/jkgzrpf53x']"
132,1,"['thesocialdilemma', 'is', 'making', 'me', 'feel', 'paranoid', 'anxious', 'and', 'sad', 'lol', 'true', 'story', 'tho', 'https://t', 'co/icestpyjlc']"
133,1,"['bleh', ""haven't"", 'had', 'a', 'sale', 'in', '6', 'days', 'and', 'no', 'pages', 'read', 'in', '4', 'kinda', 'sad', 'lol', 'my', 'birthday', 'is', 'on', 'saturday', ""i'd"", 'love', 'it', 'https://t', 'co/gmyocuu3zr']"
134,1,"['because', 'the', 'answer', ""isn't"", 'foisting', 'this', 'onto', 'already', 'over-burdened', 'and', 'burnt', 'out', 'faculty', 'and', 'grads', ""it's"", 'actually', 'pr', 'https://t', 'co/dagaztvgao']"
135,1,"['brb', 'gonna', 'buy', 'my', 'bb', 'a', 'toaster', 'oven']"
136,1,"['i', 'dont', 'know', 'whats', 'up', 'with', 'me', 'ive', 'never', 'felt', 'so', 'sad', 'in', 'my', 'life']"
137,1,"['its', 'sad', 'because', 'i', 'literally', 'dont', 'trust', 'anyone', '100%', 'like', 'i', 'trust', 'people', 'but', 'i', 'dont', 'trust', 'anyone', '100%']"
138,1,"['@the_gaetz', '@bobwhyer', '@dineshdsouza', '@stevenc03983164', '@lawtonmeza', '@tooncesdacat', '@peteypablo2018', '@dennisexmachina', 'https://t', 'co/nluvaio5wf']"
139,1,"['@jay3rs', 'korean', 'gp', 'never', 'wants', 'to', 'listen', 'to', 'new', 'things', ""it's"", 'sad']"
140,1,"['beautiful', 'variant', 'of', 'paramore', '-', 'after', 'laughter', 'from', '@banquetrecords', 'gonna', 'sad', 'bop', 'around', 'the', 'room', 'for', 'the', 'next', '4', 'https://t', 'co/w2uv038soq']"
141,1,"['its', 'sad', 'how', 'we', 'are', 'programmed', 'into', 'believing', 'we', 'need', 'to', 'settle', 'for', 'a', 'conventional', 'job', 'to', 'make', 'money', 'and', 'not', 'follow', 'our', 'dreams', 'to', 'survive']"
142,1,"['ive', 'never', 'felt', 'so', 'sad', 'while', 'looking', 'through', 'the', 'window', 'please', 'show', 'me', 'the', 'stars', 'pleasee', 'https://t', 'co/fdckghnj7m']"
143,1,"['its', 'so', 'sad', 'how', 'having', 'children', 'is', 'so', 'glamorised', 'we', 'all', 'want', 'the', 'cute', 'baby', 'in', 'the', 'stoller', 'ig', 'pics', 'the', 'maternity', 'p', 'https://t', 'co/frfthny1zh']"
144,1,"['not', 'me', 'getting', 'sad', 'because', 'i', 'dont', 'have', 'any', 'clothes', 'i', 'really', 'like', 'or', 'money', 'to', 'get', 'some', ':)', 'https://t', 'co/0xgpulawqh']"
145,1,"['one', 'can', 'simply', 'never', 'be', 'ready', 'to', 'watch', 'ufelani', 'unfortunately', 'though', 'thats', 'actually', 'a', 'sad', 'reality', 'ufelani']"
146,1,"['i', 'wish', 'some', 'girls', 'would', 'realise', 'that', 'you', 'really', 'do', 'not', 'need', 'to', 'have', 'a', 'man', 'if', 'your', 'life', 'to', 'be', 'happy', 'someone', 'girls', 'a', 'https://t', 'co/8bh2l83wjm']"
147,1,"['if', 'you', ""don't"", 'your', 'name', 'is', 'trump', 'gaetz', 'cruz', 'gommer', 'greene', 'graham', 'desantos', 'and', 'all', 'the', 'other', 'feces', 'filled', 'shit', 'https://t', 'co/vpgqc334mz']"
148,1,"['im', 'such', 'a', 'masochistic', 'bitch', 'my', 'love', 'language', 'is', 'talking', 'shit', 'sad', 'out', 'here', 'for', 'your', 'boy']"
149,1,"['sad', 'bc', 'it', 'feels', 'like', 'the', 'boys', 'will', 'never', 'be', 'byke', 'to', 'business', '@thisisrory', '@mal___', 'if', ""y'all"", 'really', 'not', 'going', 'b', 'https://t', 'co/vcg0z4nlm8']"
150,1,"['@dizzzys', 'i', 'mean', 'i', 'can', 'understand', 'why', 'their', 'fans', 'r', 'a', 'bit', 'sad', 'bc', 'thats', 'their', 'fandom', 'name', 'they', 'have', 'had', 'for', 'a', 'while', 'https://t', 'co/xaqjepjptq']"
151,1,"['@missgeng2015', 'it', 'is', 'so', 'sad']"
152,1,"['@dreamwastaken', '@nlmrodjas', '@a6dskittle', 'i', ""wasn't"", 'even', 'here', 'when', 'u', 'said', 'this', 'but', 'i', 'feel', 'so', 'sad', 'rn', 'dream', 'just', 'scolded', 'me']"
153,1,"['@rabunzelle', 'overwhelmed', 'and', 'sad']"
154,1,"['god', 'i', 'feel', 'so', 'bad', 'abt', 'children', 'who', 'are', 'like', '6-7', 'bc', 'they', 'missed', 'their', 'first', 'classes', 'of', 'school', 'like', 'its', 'just', 'so', 'sad', 'https://t', 'co/nscqvhottu']"
155,1,"['obidi', 'you', 'say', 'no', 'fugazi', 'but', 'your', 'fans', 'for', 'here', '99', '8', 'dey', 'wear', 'banku', 'dey', 'promote', 'banku', 'sad']"
156,1,"['@x_krysj', 'yeah', 'its', 'pretty', 'sad', 'actually']"
157,1,"['all', 'of', 'these', 'people', 'jumped', 'on', 'their', 'racist', 'little', 'wagons', 'without', 'knowing', 'the', 'facts', 'but', 'facts', 'dont', 'matter', 'to', 'raci', 'https://t', 'co/5inir5it79']"
158,1,"['ur', 'sad', 'https://t', 'co/gaekvfvfoa']"
159,1,"['@erinbode', 'sad', ""isn't"", 'it', 'https://t', 'co/xqkrmpi9e4']"
